Date,Price,Open,High,Low,Vol.,Change %
8/31/2006,"5,906.10","5,929.30","5,937.00","5,895.00",0,-0.39
8/30/2006,"5,929.30","5,888.30","5,945.30","5,888.20",0,0.7
8/29/2006,"5,888.30","5,878.60","5,921.30","5,878.60",0,0.17
8/25/2006,"5,878.60","5,869.10","5,893.60","5,858.60",0,0.16
8/24/2006,"5,869.10","5,860.00","5,892.30","5,832.50",0,0.16
8/23/2006,"5,860.00","5,902.60","5,906.30","5,853.80",0,-0.72
8/22/2006,"5,902.60","5,915.20","5,939.20","5,878.40",0,-0.21
8/21/2006,"5,915.20","5,903.40","5,936.60","5,883.80",0,0.2
8/18/2006,"5,903.40","5,900.40","5,932.50","5,900.20",0,0.05
8/17/2006,"5,900.40","5,896.60","5,915.00","5,888.80",0,0.06
8/16/2006,"5,896.60","5,897.90","5,902.80","5,848.70",0,-0.02
8/15/2006,"5,897.90","5,870.90","5,903.20","5,845.00",0,0.46
8/14/2006,"5,870.90","5,820.10","5,870.90","5,820.10",0,0.87
8/11/2006,"5,820.10","5,823.40","5,848.20","5,797.00",0,-0.06
8/10/2006,"5,823.40","5,860.50","5,860.50","5,752.60",0,-0.63
8/9/2006,"5,860.50","5,818.10","5,865.90","5,778.20",0,0.73
8/8/2006,"5,818.10","5,828.80","5,866.60","5,818.10",0,-0.18
8/7/2006,"5,828.80","5,889.40","5,889.40","5,820.90",0,-1.03
8/4/2006,"5,889.40","5,838.40","5,893.30","5,836.50",0,0.87
8/3/2006,"5,838.40","5,932.10","5,940.70","5,827.10",0,-1.58
8/2/2006,"5,932.10","5,880.80","5,932.10","5,880.80",0,0.87
8/1/2006,"5,880.80","5,928.30","5,949.80","5,867.40",0,-0.8
7/31/2006,"5,928.30","5,974.90","5,977.20","5,928.30",0,-0.78
7/28/2006,"5,974.90","5,929.50","5,982.50","5,904.70",0,0.77
7/27/2006,"5,929.50","5,877.10","5,936.80","5,877.10",0,0.89
7/26/2006,"5,877.10","5,851.20","5,878.70","5,851.20",0,0.44
7/25/2006,"5,851.20","5,833.90","5,872.80","5,825.80",0,0.3
7/24/2006,"5,833.90","5,719.70","5,835.20","5,719.70",0,2
7/21/2006,"5,719.70","5,770.90","5,770.90","5,700.70",0,-0.89
7/20/2006,"5,770.90","5,778.00","5,819.70","5,756.40",0,-0.12
7/19/2006,"5,778.00","5,681.70","5,785.30","5,680.80",0,1.69
7/18/2006,"5,681.70","5,701.00","5,712.60","5,658.30",0,-0.34
7/17/2006,"5,701.00","5,707.60","5,721.10","5,654.60",0,-0.12
7/14/2006,"5,707.60","5,765.00","5,765.00","5,707.60",0,-1
7/13/2006,"5,765.00","5,860.60","5,860.60","5,751.90",0,-1.63
7/12/2006,"5,860.60","5,857.30","5,899.30","5,842.70",0,0.06
7/11/2006,"5,857.30","5,896.90","5,896.90","5,844.00",0,-0.67
7/10/2006,"5,896.90","5,888.90","5,901.00","5,856.50",0,0.14
7/7/2006,"5,888.90","5,890.00","5,908.50","5,858.40",0,-0.02
7/6/2006,"5,890.00","5,826.70","5,897.10","5,826.70",0,1.09
7/5/2006,"5,826.70","5,883.50","5,883.50","5,815.70",0,-0.97
7/4/2006,"5,883.50","5,884.40","5,884.50","5,848.30",0,-0.02
7/3/2006,"5,884.40","5,833.40","5,884.40","5,833.40",0,0.87
6/30/2006,"5,833.40","5,791.50","5,865.70","5,791.50",0,0.72
6/29/2006,"5,791.50","5,678.60","5,791.70","5,678.60",0,1.99
6/28/2006,"5,678.60","5,652.30","5,702.90","5,633.80",0,0.47
6/27/2006,"5,652.30","5,681.20","5,729.80","5,650.00",0,-0.51
6/26/2006,"5,681.20","5,692.10","5,716.50","5,677.50",0,-0.19
6/23/2006,"5,692.10","5,684.10","5,716.70","5,667.80",0,0.14
6/22/2006,"5,684.10","5,665.00","5,736.80","5,657.20",0,0.34
6/21/2006,"5,665.00","5,658.20","5,673.50","5,610.80",0,0.12
6/20/2006,"5,658.20","5,626.10","5,658.20","5,585.00",0,0.57
6/19/2006,"5,626.10","5,597.40","5,665.70","5,597.40",0,0.51
6/16/2006,"5,597.40","5,619.30","5,701.50","5,594.30",0,-0.39
6/15/2006,"5,619.30","5,506.80","5,636.80","5,506.80",0,2.04
6/14/2006,"5,506.80","5,519.60","5,544.40","5,475.60",0,-0.23
6/13/2006,"5,519.60","5,620.90","5,620.90","5,467.40",0,-1.8
6/12/2006,"5,620.90","5,655.20","5,666.30","5,612.30",0,-0.61
6/9/2006,"5,655.20","5,562.90","5,673.60","5,562.90",0,1.66
6/8/2006,"5,562.90","5,706.30","5,706.30","5,562.90",0,-2.51
6/7/2006,"5,706.30","5,669.80","5,720.60","5,638.50",0,0.64
6/6/2006,"5,669.80","5,762.10","5,762.10","5,656.60",0,-1.6
6/5/2006,"5,762.10","5,764.60","5,789.80","5,738.90",0,-0.04
6/2/2006,"5,764.60","5,749.70","5,802.90","5,745.70",0,0.26
6/1/2006,"5,749.70","5,723.80","5,754.80","5,680.60",0,0.45
5/31/2006,"5,723.80","5,652.00","5,743.80","5,591.50",0,1.27
5/30/2006,"5,652.00","5,791.00","5,793.60","5,643.30",0,-2.4
5/26/2006,"5,791.00","5,677.70","5,791.00","5,677.70",0,2
5/25/2006,"5,677.70","5,587.10","5,677.70","5,562.00",0,1.62
5/24/2006,"5,587.10","5,678.70","5,678.70","5,563.50",0,-1.61
5/23/2006,"5,678.70","5,532.70","5,705.90","5,532.70",0,2.64
5/22/2006,"5,532.70","5,657.40","5,657.40","5,510.50",0,-2.2
5/19/2006,"5,657.40","5,671.60","5,715.00","5,645.40",0,-0.25
5/18/2006,"5,671.60","5,675.50","5,719.70","5,618.70",0,-0.07
5/17/2006,"5,675.50","5,846.20","5,871.60","5,675.50",0,-2.92
5/16/2006,"5,846.20","5,841.30","5,883.20","5,807.10",0,0.08
5/15/2006,"5,841.30","5,912.10","5,912.10","5,755.40",0,-1.2
5/12/2006,"5,912.10","6,042.00","6,042.00","5,912.10",0,-2.15
5/11/2006,"6,042.00","6,083.40","6,114.50","6,039.90",0,-0.68
5/10/2006,"6,083.40","6,105.60","6,110.00","6,079.60",0,-0.36
5/9/2006,"6,105.60","6,067.10","6,109.70","6,054.60",0,0.63
5/8/2006,"6,067.10","6,091.70","6,133.50","6,058.80",0,-0.4
5/5/2006,"6,091.70","6,036.90","6,093.10","6,033.90",0,0.91
5/4/2006,"6,036.90","6,010.00","6,045.80","6,001.10",0,0.45
5/3/2006,"6,010.00","6,082.10","6,100.00","6,008.70",0,-1.19
5/2/2006,"6,082.10","6,023.10","6,090.70","6,022.30",0,0.98
4/28/2006,"6,023.10","6,060.00","6,060.00","6,023.10",0,-0.61
4/27/2006,"6,060.00","6,104.30","6,104.60","6,026.20",0,-0.73
4/26/2006,"6,104.30","6,086.60","6,126.50","6,086.60",0,0.29
4/25/2006,"6,086.60","6,098.70","6,128.80","6,084.60",0,-0.2
4/24/2006,"6,098.70","6,132.70","6,136.50","6,098.70",0,-0.55
4/21/2006,"6,132.70","6,081.40","6,137.10","6,077.90",0,0.84
4/20/2006,"6,081.40","6,089.80","6,113.40","6,074.20",0,-0.14
4/19/2006,"6,089.80","6,044.10","6,100.60","6,044.10",0,0.76
4/18/2006,"6,044.10","6,029.40","6,056.10","6,026.10",0,0.24
4/13/2006,"6,029.40","6,000.80","6,033.70","5,987.20",0,0.48
4/12/2006,"6,000.80","6,016.50","6,020.00","5,974.50",0,-0.26
4/11/2006,"6,016.50","6,067.00","6,092.50","6,012.90",0,-0.83
4/10/2006,"6,067.00","6,026.10","6,067.00","6,024.30",0,0.68
4/7/2006,"6,026.10","6,045.70","6,074.20","6,020.60",0,-0.32
4/6/2006,"6,045.70","6,044.10","6,073.30","6,037.60",0,0.03
4/5/2006,"6,044.10","6,004.70","6,047.50","5,983.50",0,0.66
4/4/2006,"6,004.70","6,024.30","6,024.30","5,984.30",0,-0.33
4/3/2006,"6,024.30","5,964.60","6,033.50","5,964.60",0,1
3/31/2006,"5,964.60","6,015.20","6,019.20","5,961.40",0,-0.84
3/30/2006,"6,015.20","5,959.20","6,036.00","5,959.20",0,0.94
3/29/2006,"5,959.20","5,935.70","5,979.70","5,927.20",0,0.4
3/28/2006,"5,935.70","5,972.20","6,004.30","5,929.70",0,-0.61
3/27/2006,"5,972.20","6,036.30","6,047.00","5,971.40",0,-1.06
3/24/2006,"6,036.30","5,990.10","6,037.90","5,990.10",0,0.77
3/23/2006,"5,990.10","6,007.50","6,029.40","5,974.80",0,-0.29
3/22/2006,"6,007.50","5,991.30","6,012.60","5,957.80",0,0.27
3/21/2006,"5,991.30","5,991.70","5,992.90","5,956.70",0,-0.01
3/20/2006,"5,991.70","5,999.40","6,039.10","5,986.90",0,-0.13
3/17/2006,"5,999.40","5,993.20","6,044.00","5,992.80",0,0.1
3/16/2006,"5,993.20","5,965.10","5,995.20","5,951.00",0,0.47
3/15/2006,"5,965.10","5,950.60","5,980.50","5,950.60",0,0.24
3/14/2006,"5,950.60","5,952.80","5,978.60","5,940.70",0,-0.04
3/13/2006,"5,952.80","5,907.90","5,959.90","5,907.90",0,0.76
3/10/2006,"5,907.90","5,855.90","5,909.10","5,838.20",0,0.89
3/9/2006,"5,855.90","5,812.90","5,857.10","5,812.90",0,0.74
3/8/2006,"5,812.90","5,857.40","5,857.60","5,790.90",0,-0.76
3/7/2006,"5,857.40","5,897.80","5,897.80","5,830.70",0,-0.68
3/6/2006,"5,897.80","5,858.70","5,924.50","5,858.70",0,0.67
3/3/2006,"5,858.70","5,833.00","5,864.00","5,803.80",0,0.44
3/2/2006,"5,833.00","5,844.10","5,880.00","5,803.70",0,-0.19
3/1/2006,"5,844.10","5,791.50","5,844.10","5,783.90",0,0.91
2/28/2006,"5,791.50","5,875.90","5,877.40","5,788.70",0,-1.44
2/27/2006,"5,875.90","5,860.50","5,893.30","5,860.50",0,0.26
2/24/2006,"5,860.50","5,836.00","5,864.00","5,836.00",0,0.42
2/23/2006,"5,836.00","5,872.40","5,878.80","5,829.40",0,-0.62
2/22/2006,"5,872.40","5,857.70","5,877.60","5,836.80",0,0.25
2/21/2006,"5,857.70","5,863.00","5,888.00","5,856.90",0,-0.09
2/20/2006,"5,863.00","5,846.20","5,866.70","5,839.40",0,0.29
2/17/2006,"5,846.20","5,828.90","5,863.30","5,822.40",0,0.3
2/16/2006,"5,828.90","5,791.50","5,828.90","5,791.50",0,0.65
2/15/2006,"5,791.50","5,792.30","5,814.50","5,780.90",0,-0.01
2/14/2006,"5,792.30","5,793.50","5,828.60","5,773.70",0,-0.02
2/13/2006,"5,793.50","5,764.10","5,793.50","5,760.30",0,0.51
2/10/2006,"5,764.10","5,808.70","5,808.70","5,764.10",0,-0.77
2/9/2006,"5,808.70","5,725.10","5,808.90","5,725.10",0,1.46
2/8/2006,"5,725.10","5,746.80","5,746.80","5,681.90",0,-0.38
2/7/2006,"5,746.80","5,772.40","5,781.30","5,734.70",0,-0.44
2/6/2006,"5,772.40","5,759.30","5,790.40","5,759.30",0,0.23
2/3/2006,"5,759.30","5,747.30","5,766.70","5,728.20",0,0.21
2/2/2006,"5,747.30","5,801.60","5,811.80","5,743.00",0,-0.94
2/1/2006,"5,801.60","5,760.30","5,816.00","5,746.20",0,0.72
1/31/2006,"5,760.30","5,779.80","5,792.50","5,760.30",0,-0.34
1/30/2006,"5,779.80","5,786.80","5,796.10","5,772.70",0,-0.12
1/27/2006,"5,786.80","5,722.60","5,788.20","5,722.60",0,1.12
1/26/2006,"5,722.60","5,704.40","5,744.00","5,698.50",0,0.32
1/25/2006,"5,704.40","5,633.80","5,704.40","5,633.80",0,1.25
1/24/2006,"5,633.80","5,660.90","5,679.00","5,630.40",0,-0.48
1/23/2006,"5,660.90","5,672.40","5,672.40","5,625.00",0,-0.2
1/20/2006,"5,672.40","5,693.20","5,729.80","5,666.50",0,-0.37
1/19/2006,"5,693.20","5,663.70","5,710.00","5,663.70",0,0.52
1/18/2006,"5,663.70","5,699.00","5,699.00","5,634.80",0,-0.62
1/17/2006,"5,699.00","5,740.20","5,740.20","5,693.10",0,-0.72
1/16/2006,"5,740.20","5,711.00","5,740.20","5,707.20",0,0.51
1/13/2006,"5,711.00","5,735.10","5,735.10","5,690.90",0,-0.42
1/12/2006,"5,735.10","5,731.50","5,744.60","5,724.90",0,0.06
1/11/2006,"5,731.50","5,688.80","5,731.50","5,688.80",0,0.75
1/10/2006,"5,688.80","5,731.50","5,731.50","5,686.10",0,-0.75
1/9/2006,"5,731.50","5,731.80","5,750.30","5,725.90",0,-0.01
1/6/2006,"5,731.80","5,691.20","5,731.80","5,691.20",0,0.71
1/5/2006,"5,691.20","5,714.60","5,722.40","5,686.40",0,-0.41
1/4/2006,"5,714.60","5,681.50","5,716.40","5,681.50",0,0.58
1/3/2006,"5,681.50","5,618.80","5,682.20","5,618.80",0,1.12
12/30/2005,"5,618.80","5,638.30","5,640.00","5,596.80",0,-0.35
12/29/2005,"5,638.30","5,622.80","5,647.20","5,622.80",0,0.28
12/28/2005,"5,622.80","5,595.40","5,622.80","5,591.90",0,0.49
12/23/2005,"5,595.40","5,597.00","5,608.20","5,588.00",0,-0.03
12/22/2005,"5,597.00","5,587.40","5,599.30","5,584.80",0,0.17
12/21/2005,"5,587.40","5,547.90","5,590.20","5,547.90",0,0.71
12/20/2005,"5,547.90","5,539.80","5,552.20","5,524.70",0,0.15
12/19/2005,"5,539.80","5,531.60","5,548.40","5,525.70",0,0.15
12/16/2005,"5,531.60","5,495.30","5,552.60","5,495.30",0,0.66
12/15/2005,"5,495.30","5,521.10","5,530.20","5,489.30",0,-0.47
12/14/2005,"5,521.10","5,507.20","5,525.00","5,503.50",0,0.25
12/13/2005,"5,507.20","5,501.50","5,527.20","5,499.20",0,0.1
12/12/2005,"5,501.50","5,517.40","5,548.80","5,494.20",0,-0.29
12/9/2005,"5,517.40","5,531.10","5,531.10","5,504.40",0,-0.25
12/8/2005,"5,531.10","5,528.80","5,531.90","5,492.80",0,0.04
12/7/2005,"5,528.80","5,538.80","5,574.00","5,518.40",0,-0.18
12/6/2005,"5,538.80","5,510.40","5,546.90","5,505.90",0,0.52
12/5/2005,"5,510.40","5,528.10","5,532.50","5,498.30",0,-0.32
12/2/2005,"5,528.10","5,486.10","5,528.10","5,485.00",0,0.77
12/1/2005,"5,486.10","5,423.20","5,494.70","5,423.20",0,1.16
11/30/2005,"5,423.20","5,491.00","5,491.00","5,423.20",0,-1.23
11/29/2005,"5,491.00","5,477.40","5,507.40","5,451.30",0,0.25
11/28/2005,"5,477.40","5,523.80","5,554.90","5,477.40",0,-0.84
11/25/2005,"5,523.80","5,511.00","5,531.40","5,511.00",0,0.23
11/24/2005,"5,511.00","5,531.70","5,539.00","5,499.50",0,-0.37
11/23/2005,"5,531.70","5,517.20","5,532.70","5,507.10",0,0.26
11/22/2005,"5,517.20","5,497.90","5,522.40","5,497.90",0,0.35
11/21/2005,"5,497.90","5,498.90","5,509.40","5,486.20",0,-0.02
11/18/2005,"5,498.90","5,460.00","5,531.60","5,460.00",0,0.71
11/17/2005,"5,460.00","5,430.00","5,480.10","5,430.00",0,0.55
11/16/2005,"5,430.00","5,439.60","5,442.20","5,391.70",0,-0.18
11/15/2005,"5,439.60","5,470.00","5,470.00","5,424.60",0,-0.56
11/14/2005,"5,470.00","5,465.10","5,485.90","5,455.60",0,0.09
11/11/2005,"5,465.10","5,423.50","5,468.80","5,423.50",0,0.77
11/10/2005,"5,423.50","5,439.80","5,463.90","5,423.50",0,-0.3
11/9/2005,"5,439.80","5,460.90","5,469.40","5,439.00",0,-0.39
11/8/2005,"5,460.90","5,460.80","5,481.70","5,451.10",0,0
11/7/2005,"5,460.80","5,423.60","5,471.00","5,415.50",0,0.69
11/4/2005,"5,423.60","5,431.90","5,446.40","5,418.00",0,-0.15
11/3/2005,"5,431.90","5,358.60","5,431.90","5,358.60",0,1.37
11/2/2005,"5,358.60","5,344.30","5,364.70","5,316.00",0,0.27
11/1/2005,"5,344.30","5,317.30","5,350.30","5,304.90",0,0.51
10/31/2005,"5,317.30","5,213.40","5,318.40","5,213.40",0,1.99
10/28/2005,"5,213.40","5,182.80","5,226.90","5,157.60",0,0.59
10/27/2005,"5,182.80","5,227.80","5,227.80","5,168.20",0,-0.86
10/26/2005,"5,227.80","5,182.10","5,236.50","5,182.10",0,0.88
10/25/2005,"5,182.10","5,207.60","5,222.40","5,182.10",0,-0.49
10/24/2005,"5,207.60","5,142.10","5,210.10","5,140.10",0,1.27
10/21/2005,"5,142.10","5,164.10","5,164.10","5,130.90",0,-0.43
10/20/2005,"5,164.10","5,167.80","5,234.00","5,146.70",0,-0.07
10/19/2005,"5,167.80","5,263.90","5,263.90","5,167.80",0,-1.83
10/18/2005,"5,263.90","5,286.50","5,303.20","5,259.60",0,-0.43
10/17/2005,"5,286.50","5,275.00","5,297.10","5,272.50",0,0.22
10/14/2005,"5,275.00","5,265.20","5,293.80","5,245.60",0,0.19
10/13/2005,"5,265.20","5,342.20","5,342.20","5,256.30",0,-1.44
10/12/2005,"5,342.20","5,380.70","5,380.70","5,342.20",0,-0.72
10/11/2005,"5,380.70","5,374.50","5,404.40","5,373.90",0,0.12
10/10/2005,"5,374.50","5,362.30","5,395.80","5,362.30",0,0.23
10/7/2005,"5,362.30","5,372.40","5,394.40","5,355.70",0,-0.19
10/6/2005,"5,372.40","5,427.80","5,427.80","5,358.10",0,-1.02
10/5/2005,"5,427.80","5,494.40","5,494.40","5,427.80",0,-1.21
10/4/2005,"5,494.40","5,501.50","5,501.50","5,475.20",0,-0.13
10/3/2005,"5,501.50","5,477.70","5,515.00","5,474.90",0,0.43
9/30/2005,"5,477.70","5,478.20","5,506.10","5,462.60",0,-0.01
9/29/2005,"5,478.20","5,494.80","5,508.40","5,467.10",0,-0.3
9/28/2005,"5,494.80","5,447.30","5,494.80","5,447.30",0,0.87
9/27/2005,"5,447.30","5,453.10","5,471.20","5,442.70",0,-0.11
9/26/2005,"5,453.10","5,413.60","5,456.90","5,413.60",0,0.73
9/23/2005,"5,413.60","5,385.70","5,417.40","5,383.60",0,0.52
9/22/2005,"5,385.70","5,369.70","5,395.50","5,354.30",0,0.3
9/21/2005,"5,369.70","5,416.40","5,416.40","5,369.70",0,-0.86
9/20/2005,"5,416.40","5,429.70","5,446.60","5,410.90",0,-0.24
9/19/2005,"5,429.70","5,407.90","5,435.80","5,388.30",0,0.4
9/16/2005,"5,407.90","5,383.50","5,418.70","5,375.30",0,0.45
9/15/2005,"5,383.50","5,347.40","5,387.10","5,342.50",0,0.68
9/14/2005,"5,347.40","5,338.00","5,349.70","5,327.10",0,0.18
9/13/2005,"5,338.00","5,375.10","5,377.80","5,329.30",0,-0.69
9/12/2005,"5,375.10","5,359.30","5,380.70","5,359.30",0,0.29
9/9/2005,"5,359.30","5,340.80","5,362.40","5,340.30",0,0.35
9/8/2005,"5,340.80","5,365.90","5,365.90","5,338.40",0,-0.47
9/7/2005,"5,365.90","5,359.20","5,376.10","5,358.00",0,0.13
9/6/2005,"5,359.20","5,337.80","5,366.60","5,337.80",0,0.4
9/5/2005,"5,337.80","5,326.80","5,341.80","5,320.60",0,0.21
9/2/2005,"5,326.80","5,328.50","5,338.10","5,319.60",0,-0.03
9/1/2005,"5,328.50","5,296.90","5,342.10","5,296.90",0,0.6
8/31/2005,"5,296.90","5,255.80","5,300.00","5,255.80",0,0.78
8/30/2005,"5,255.80","5,228.10","5,270.20","5,228.10",0,0.53
8/26/2005,"5,228.10","5,255.70","5,282.10","5,228.10",0,-0.53
8/25/2005,"5,255.70","5,275.20","5,275.20","5,248.80",0,-0.37
8/24/2005,"5,275.20","5,300.20","5,300.20","5,270.00",0,-0.47
8/23/2005,"5,300.20","5,318.40","5,318.40","5,294.80",0,-0.34
8/22/2005,"5,318.40","5,312.60","5,329.70","5,312.60",0,0.11
8/19/2005,"5,312.60","5,269.30","5,313.10","5,269.30",0,0.82
8/18/2005,"5,269.30","5,292.70","5,304.70","5,263.70",0,-0.44
8/17/2005,"5,292.70","5,322.30","5,322.30","5,284.10",0,-0.56
8/16/2005,"5,322.30","5,344.20","5,358.70","5,316.10",0,-0.41
8/15/2005,"5,344.20","5,345.80","5,367.80","5,339.40",0,-0.03
8/12/2005,"5,345.80","5,358.60","5,374.40","5,343.50",0,-0.24
8/11/2005,"5,358.60","5,377.50","5,379.60","5,355.10",0,-0.35
8/10/2005,"5,377.50","5,363.70","5,386.40","5,351.20",0,0.26
8/9/2005,"5,363.70","5,344.30","5,363.70","5,342.70",0,0.36
8/8/2005,"5,344.30","5,314.70","5,351.30","5,314.70",0,0.56
8/5/2005,"5,314.70","5,315.50","5,341.80","5,306.70",0,-0.02
8/4/2005,"5,315.50","5,332.30","5,335.40","5,300.00",0,-0.32
8/3/2005,"5,332.30","5,327.50","5,332.30","5,304.00",0,0.09
8/2/2005,"5,327.50","5,290.80","5,330.60","5,290.80",0,0.69
8/1/2005,"5,290.80","5,282.30","5,302.90","5,282.30",0,0.16
7/29/2005,"5,282.30","5,270.30","5,308.60","5,270.30",0,0.23
7/28/2005,"5,270.30","5,263.60","5,282.30","5,262.30",0,0.13
7/27/2005,"5,263.60","5,256.20","5,275.20","5,253.50",0,0.14
7/26/2005,"5,256.20","5,270.70","5,279.40","5,253.90",0,-0.28
7/25/2005,"5,270.70","5,241.80","5,273.50","5,241.80",0,0.55
7/22/2005,"5,241.80","5,221.60","5,244.60","5,202.70",0,0.39
7/21/2005,"5,221.60","5,215.20","5,256.00","5,180.20",0,0.12
7/20/2005,"5,215.20","5,201.50","5,249.50","5,193.50",0,0.26
7/19/2005,"5,201.50","5,214.20","5,230.90","5,191.00",0,-0.24
7/18/2005,"5,214.20","5,230.80","5,258.40","5,212.00",0,-0.32
7/15/2005,"5,230.80","5,259.70","5,261.50","5,222.60",0,-0.55
7/14/2005,"5,259.70","5,245.90","5,283.90","5,245.90",0,0.26
7/13/2005,"5,245.90","5,217.20","5,252.00","5,217.20",0,0.55
7/12/2005,"5,217.20","5,242.40","5,249.40","5,216.20",0,-0.48
7/11/2005,"5,242.40","5,232.20","5,257.90","5,232.20",0,0.19
7/8/2005,"5,232.20","5,158.30","5,232.20","5,158.30",0,1.43
7/7/2005,"5,158.30","5,229.60","5,229.60","5,022.10",0,-1.36
7/6/2005,"5,229.60","5,190.10","5,237.60","5,190.10",0,0.76
7/5/2005,"5,190.10","5,184.30","5,194.20","5,173.80",0,0.11
7/4/2005,"5,184.30","5,161.00","5,188.60","5,161.00",0,0.45
7/1/2005,"5,161.00","5,113.20","5,162.60","5,106.60",0,0.93
6/30/2005,"5,113.20","5,109.10","5,138.20","5,097.10",0,0.08
6/29/2005,"5,109.10","5,090.40","5,119.50","5,090.20",0,0.37
6/28/2005,"5,090.40","5,043.50","5,090.40","5,043.50",0,0.93
6/27/2005,"5,043.50","5,079.00","5,079.00","5,036.90",0,-0.7
6/24/2005,"5,079.00","5,114.40","5,114.40","5,069.10",0,-0.69
6/23/2005,"5,114.40","5,099.30","5,121.90","5,099.10",0,0.3
6/22/2005,"5,099.30","5,082.10","5,110.50","5,076.60",0,0.34
6/21/2005,"5,082.10","5,072.00","5,091.00","5,072.00",0,0.2
6/20/2005,"5,072.00","5,077.60","5,078.00","5,057.90",0,-0.11
6/17/2005,"5,077.60","5,045.00","5,098.50","5,044.60",0,0.65
6/16/2005,"5,045.00","5,019.50","5,046.40","5,019.50",0,0.51
6/15/2005,"5,019.50","5,046.80","5,060.80","5,013.40",0,-0.54
6/14/2005,"5,046.80","5,050.40","5,054.30","5,037.50",0,-0.07
6/13/2005,"5,050.40","5,030.40","5,051.00","5,026.10",0,0.4
6/10/2005,"5,030.40","5,009.20","5,047.30","5,009.20",0,0.42
6/9/2005,"5,009.20","5,003.70","5,009.80","4,984.20",0,0.11
6/8/2005,"5,003.70","5,025.20","5,025.20","4,995.10",0,-0.43
6/7/2005,"5,025.20","4,980.40","5,027.90","4,980.40",0,0.9
6/6/2005,"4,980.40","4,999.40","5,006.80","4,976.20",0,-0.38
6/3/2005,"4,999.40","5,005.00","5,016.60","4,987.20",0,-0.11
6/2/2005,"5,005.00","5,011.00","5,014.90","4,996.50",0,-0.12
6/1/2005,"5,011.00","4,964.00","5,011.00","4,964.00",0,0.95
5/31/2005,"4,964.00","4,986.30","4,999.70","4,964.00",0,-0.45
5/27/2005,"4,986.30","4,994.90","5,002.00","4,976.60",0,-0.17
5/26/2005,"4,994.90","4,971.50","5,004.30","4,956.80",0,0.47
5/25/2005,"4,971.50","4,982.50","4,983.60","4,964.10",0,-0.22
5/24/2005,"4,982.50","4,989.80","4,990.20","4,974.20",0,-0.15
5/23/2005,"4,989.80","4,971.80","4,991.60","4,971.80",0,0.36
5/20/2005,"4,971.80","4,962.70","4,981.10","4,962.70",0,0.18
5/19/2005,"4,962.70","4,949.40","4,972.90","4,949.40",0,0.27
5/18/2005,"4,949.40","4,898.50","4,956.90","4,898.50",0,1.04
5/17/2005,"4,898.50","4,884.20","4,902.00","4,880.70",0,0.29
5/16/2005,"4,884.20","4,886.50","4,887.70","4,869.00",0,-0.05
5/13/2005,"4,886.50","4,893.20","4,893.20","4,854.20",0,-0.14
5/12/2005,"4,893.20","4,875.40","4,909.80","4,875.40",0,0.37
5/11/2005,"4,875.40","4,892.40","4,896.60","4,868.20",0,-0.35
5/10/2005,"4,892.40","4,910.30","4,929.10","4,880.20",0,-0.36
5/9/2005,"4,910.30","4,918.90","4,928.70","4,895.10",0,-0.17
5/6/2005,"4,918.90","4,902.30","4,924.60","4,897.60",0,0.34
5/5/2005,"4,902.30","4,882.50","4,917.60","4,882.50",0,0.41
5/4/2005,"4,882.50","4,861.20","4,882.50","4,847.90",0,0.44
5/3/2005,"4,861.20","4,801.70","4,862.90","4,801.70",0,1.24
4/29/2005,"4,801.70","4,790.20","4,824.40","4,773.70",0,0.24
4/28/2005,"4,790.20","4,789.40","4,820.70","4,775.50",0,0.02
4/27/2005,"4,789.40","4,845.50","4,845.50","4,780.60",0,-1.16
4/26/2005,"4,845.50","4,864.90","4,879.60","4,831.50",0,-0.4
4/25/2005,"4,864.90","4,849.30","4,867.80","4,841.30",0,0.32
4/22/2005,"4,849.30","4,819.60","4,859.00","4,819.60",0,0.62
4/21/2005,"4,819.60","4,822.00","4,839.10","4,805.50",0,-0.05
4/20/2005,"4,822.00","4,855.60","4,873.60","4,817.80",0,-0.69
4/19/2005,"4,855.60","4,827.10","4,862.60","4,827.10",0,0.59
4/18/2005,"4,827.10","4,891.60","4,891.60","4,794.80",0,-1.32
4/15/2005,"4,891.60","4,945.40","4,945.40","4,891.60",0,-1.09
4/14/2005,"4,945.40","4,960.80","4,960.80","4,937.00",0,-0.31
4/13/2005,"4,960.80","4,946.20","4,973.80","4,946.20",0,0.3
4/12/2005,"4,946.20","4,973.20","4,973.80","4,941.10",0,-0.54
4/11/2005,"4,973.20","4,983.60","4,983.60","4,964.00",0,-0.21
4/8/2005,"4,983.60","4,977.00","4,994.10","4,975.00",0,0.13
4/7/2005,"4,977.00","4,947.40","4,984.50","4,947.40",0,0.6
4/6/2005,"4,947.40","4,942.90","4,953.60","4,937.40",0,0.09
4/5/2005,"4,942.90","4,896.70","4,943.80","4,896.70",0,0.94
4/4/2005,"4,896.70","4,914.00","4,923.30","4,877.00",0,-0.35
4/1/2005,"4,914.00","4,894.40","4,942.00","4,894.40",0,0.4
3/31/2005,"4,894.40","4,900.70","4,933.80","4,894.40",0,-0.13
3/30/2005,"4,900.70","4,919.00","4,919.00","4,886.50",0,-0.37
3/29/2005,"4,919.00","4,922.50","4,924.30","4,892.80",0,-0.07
3/24/2005,"4,922.50","4,910.40","4,933.70","4,904.50",0,0.25
