Date,Price,Open,High,Low,Vol.,Change %
2/21/2012,"5,928.20","5,945.25","5,948.84","5,916.58",846.27M,-0.29
2/20/2012,"5,945.25","5,905.07","5,956.33","5,905.07",723.67M,0.68
2/17/2012,"5,905.07","5,885.38","5,923.62","5,885.38",1.10B,0.33
2/16/2012,"5,885.38","5,892.16","5,892.36","5,829.38",751.18M,-0.12
2/15/2012,"5,892.16","5,899.87","5,923.78","5,880.62",801.55M,-0.13
2/14/2012,"5,899.87","5,905.70","5,920.61","5,877.21",832.57M,-0.1
2/13/2012,"5,905.70","5,852.39","5,920.09","5,852.39",641.64M,0.91
2/10/2012,"5,852.39","5,895.47","5,895.47","5,839.85",948.79M,-0.73
2/9/2012,"5,895.47","5,875.93","5,916.31","5,870.55",973.46M,0.33
2/8/2012,"5,875.93","5,890.26","5,916.20","5,871.33",809.27M,-0.24
2/7/2012,"5,890.26","5,892.20","5,906.65","5,850.49",785.34M,-0.03
2/6/2012,"5,892.20","5,901.07","5,901.07","5,863.55",828.46M,-0.15
2/3/2012,"5,901.07","5,796.07","5,901.07","5,784.23",1.16B,1.81
2/2/2012,"5,796.07","5,790.72","5,809.82","5,765.72",967.39M,0.09
2/1/2012,"5,790.72","5,681.61","5,790.72","5,680.67",985.25M,1.92
1/31/2012,"5,681.61","5,671.09","5,730.32","5,671.09",1.02B,0.19
1/30/2012,"5,671.09","5,733.45","5,733.45","5,651.56",778.10M,-1.09
1/27/2012,"5,733.45","5,795.20","5,795.20","5,728.96",790.05M,-1.07
1/26/2012,"5,795.20","5,723.00","5,806.24","5,722.83",874.33M,1.26
1/25/2012,"5,723.00","5,751.90","5,777.69","5,694.05",884.69M,-0.5
1/24/2012,"5,751.90","5,782.56","5,782.56","5,719.86",916.10M,-0.53
1/23/2012,"5,782.56","5,728.55","5,789.85","5,723.09",852.46M,0.94
1/20/2012,"5,728.55","5,741.15","5,749.77","5,721.61",1.32B,-0.22
1/19/2012,"5,741.15","5,702.37","5,743.93","5,693.16",1.40B,0.68
1/18/2012,"5,702.37","5,693.95","5,709.87","5,647.92",792.32M,0.15
1/17/2012,"5,693.95","5,657.44","5,724.41","5,657.44",1.23B,0.65
1/16/2012,"5,657.44","5,636.64","5,662.88","5,609.87",672.82M,0.37
1/13/2012,"5,636.64","5,662.42","5,709.22","5,583.45",1.32B,-0.46
1/12/2012,"5,662.42","5,670.82","5,699.57","5,640.30",1.38B,-0.15
1/11/2012,"5,670.82","5,696.70","5,700.75","5,644.75",893.41M,-0.45
1/10/2012,"5,696.70","5,612.26","5,711.89","5,612.26",865.03M,1.5
1/9/2012,"5,612.26","5,649.68","5,673.82","5,604.62",785.65M,-0.66
1/6/2012,"5,649.68","5,624.26","5,682.78","5,623.36",705.02M,0.45
1/5/2012,"5,624.26","5,668.45","5,689.33","5,614.38",794.28M,-0.78
1/4/2012,"5,668.45","5,699.91","5,719.83","5,646.36",696.94M,-0.55
1/3/2012,"5,699.91","5,572.28","5,699.91","5,572.28",778.53M,2.29
12/30/2011,"5,572.28","5,566.77","5,588.39","5,535.20",188.11M,0.1
12/29/2011,"5,566.77","5,507.40","5,566.77","5,496.87",325.75M,1.08
12/28/2011,"5,507.40","5,512.70","5,567.86","5,490.96",449.84M,-0.1
12/23/2011,"5,512.70","5,456.97","5,516.63","5,456.97",204.75M,1.02
12/22/2011,"5,456.97","5,389.74","5,469.03","5,389.74",610.84M,1.25
12/21/2011,"5,389.74","5,419.60","5,479.19","5,371.65",803.79M,-0.55
12/20/2011,"5,419.60","5,364.99","5,426.28","5,328.67",779.73M,1.02
12/19/2011,"5,364.99","5,387.34","5,410.06","5,343.08",632.32M,-0.41
12/16/2011,"5,387.34","5,400.85","5,452.65","5,387.34",1.27B,-0.25
12/15/2011,"5,400.85","5,366.80","5,434.02","5,366.80",803.27M,0.63
12/14/2011,"5,366.80","5,490.15","5,490.15","5,366.80",860.72M,-2.25
12/13/2011,"5,490.15","5,427.86","5,525.96","5,413.70",757.73M,1.15
12/12/2011,"5,427.86","5,529.21","5,529.21","5,427.86",801.33M,-1.83
12/9/2011,"5,529.21","5,483.77","5,540.52","5,440.86",841.43M,0.83
12/8/2011,"5,483.77","5,546.91","5,605.27","5,483.77",907.44M,-1.14
12/7/2011,"5,546.91","5,568.72","5,631.88","5,497.96",932.15M,-0.39
12/6/2011,"5,568.72","5,567.96","5,592.95","5,521.91",857.31M,0.01
12/5/2011,"5,567.96","5,552.29","5,602.80","5,545.93",900.66M,0.28
12/2/2011,"5,552.29","5,489.34","5,595.54","5,489.07",984.10M,1.15
12/1/2011,"5,489.34","5,505.42","5,553.89","5,486.87",939.17M,-0.29
11/30/2011,"5,505.42","5,337.00","5,538.96","5,274.95",1.65B,3.16
11/29/2011,"5,337.00","5,312.76","5,344.18","5,272.44",794.45M,0.46
11/28/2011,"5,312.76","5,164.65","5,327.76","5,164.65",897.91M,2.87
11/25/2011,"5,164.65","5,127.57","5,200.31","5,075.22",733.87M,0.72
11/24/2011,"5,127.57","5,139.78","5,184.26","5,098.99",856.42M,-0.24
11/23/2011,"5,139.78","5,206.82","5,206.82","5,139.78",1.01B,-1.29
11/22/2011,"5,206.82","5,222.60","5,281.95","5,206.82",914.56M,-0.3
11/21/2011,"5,222.60","5,362.94","5,362.94","5,221.69",952.41M,-2.62
11/18/2011,"5,362.94","5,423.14","5,423.14","5,347.89",826.01M,-1.11
11/17/2011,"5,423.14","5,509.02","5,509.02","5,366.12",1.06B,-1.56
11/16/2011,"5,509.02","5,517.44","5,562.91","5,450.24",941.32M,-0.15
11/15/2011,"5,517.44","5,519.04","5,551.38","5,428.60",841.52M,-0.03
11/14/2011,"5,519.04","5,545.38","5,575.19","5,489.25",687.68M,-0.47
11/11/2011,"5,545.38","5,444.82","5,548.75","5,439.81",715.72M,1.85
11/10/2011,"5,444.82","5,460.38","5,497.20","5,360.19",799.97M,-0.28
11/9/2011,"5,460.38","5,567.34","5,615.84","5,426.25",1.07B,-1.92
11/8/2011,"5,567.34","5,510.82","5,616.00","5,509.57",885.00M,1.03
11/7/2011,"5,510.82","5,527.16","5,557.76","5,432.16",730.61M,-0.3
11/4/2011,"5,527.16","5,545.64","5,599.46","5,495.38",873.17M,-0.33
11/3/2011,"5,545.64","5,484.10","5,564.54","5,402.63",1.22B,1.12
11/2/2011,"5,484.10","5,421.57","5,493.29","5,383.37",1.36B,1.15
11/1/2011,"5,421.57","5,544.22","5,544.22","5,338.36",1.33B,-2.21
10/31/2011,"5,544.22","5,702.24","5,702.24","5,544.22",1.08B,-2.77
10/28/2011,"5,702.24","5,713.82","5,746.88","5,684.95",997.00M,-0.2
10/27/2011,"5,713.82","5,553.24","5,747.33","5,553.24",1.45B,2.89
10/26/2011,"5,553.24","5,525.54","5,576.63","5,498.51",705.18M,0.5
10/25/2011,"5,525.54","5,548.06","5,574.13","5,465.52",777.72M,-0.41
10/24/2011,"5,548.06","5,488.65","5,552.79","5,487.21",677.46M,1.08
10/21/2011,"5,488.65","5,384.68","5,500.54","5,384.68",730.20M,1.93
10/20/2011,"5,384.68","5,450.49","5,450.49","5,363.16",796.89M,-1.21
10/19/2011,"5,450.49","5,410.35","5,483.79","5,410.35",723.01M,0.74
10/18/2011,"5,410.35","5,436.70","5,436.70","5,348.64",754.54M,-0.48
10/17/2011,"5,436.70","5,466.36","5,543.72","5,405.20",720.60M,-0.54
10/14/2011,"5,466.36","5,403.38","5,501.39","5,395.57",673.34M,1.17
10/13/2011,"5,403.38","5,441.80","5,456.09","5,368.37",895.90M,-0.71
10/12/2011,"5,441.80","5,395.70","5,458.02","5,348.16",833.34M,0.85
10/11/2011,"5,395.70","5,399.00","5,399.00","5,330.42",636.00M,-0.06
10/10/2011,"5,399.00","5,303.40","5,413.43","5,303.40",611.58M,1.8
10/7/2011,"5,303.40","5,291.26","5,370.89","5,261.43",864.88M,0.23
10/6/2011,"5,291.26","5,102.17","5,291.26","5,102.17",1.15B,3.71
10/5/2011,"5,102.17","4,944.44","5,121.40","4,944.44",932.39M,3.19
10/4/2011,"4,944.44","5,075.50","5,075.50","4,868.60",1.17B,-2.58
10/3/2011,"5,075.50","5,128.48","5,128.48","4,983.28",774.95M,-1.03
9/30/2011,"5,128.48","5,196.84","5,197.33","5,068.63",889.50M,-1.32
